#seq1	seq2	N_differences	%_differences
IGHV1-8	IGHV3-30	45	45
IGHV1-8	IGHV2-26	82	82
IGHV1-8	IGHV3-38	70	71
IGHV1-8	IGHV5-10-1	36	36
IGHV1-8	IGHV3-64D	47	47
IGHV1-8	IGHV1-68	27	27
IGHV1-8	IGHV1-69	19	19
IGHV1-8	IGHV3-38-3	68	69
IGHV1-8	IGHV1/OR15-1	15	15
IGHV1-8	IGHV1/OR15-5	20	20
IGHV1-8	IGHV1/OR15-9	22	22
IGHV1-8	IGHV2-10	83	83
IGHV1-8	IGHV4-61	74	74
IGHV1-8	IGHV2/OR16-5	81	81
IGHV1-8	IGHV3-43D	49	49
IGHV1-8	IGHV4-30-2	80	80
IGHV1-38-4	IGHV1-2	32	32
IGHV1-38-4	IGHV4-39	79	79
IGHV1-38-4	IGHV4-34	74	75
IGHV1-38-4	IGHV4-38-2	68	69
IGHV1-38-4	IGHV4-31	80	80
IGHV1-38-4	IGHV4/OR15-8	67	68
IGHV1-38-4	IGHV3-48	54	55
IGHV1-38-4	IGHV3-49	71	71
IGHV1-38-4	IGHV3-47	71	72
IGHV1-38-4	IGHV1-C	0	0
IGHV1-38-4	IGHV3-43	52	52
IGHV1-38-4	IGHV1-69-2	35	35
IGHV1-38-4	IGHV3-NL1	47	47
IGHV1-38-4	IGHV4-28	67	68
IGHV1-38-4	IGHV1/OR21-1	32	32
IGHV1-38-4	IGHV6-1	82	81
IGHV1-38-4	IGHV3-53	69	70
IGHV1-38-4	IGHV3-52	62	63
IGHV1-38-4	IGHV3-54	78	79
IGHV1-38-4	IGHV1-F	35	35
IGHV1-38-4	IGHV2-5	85	85
IGHV1-38-4	IGHV4-55	73	74
IGHV1-38-4	IGHV1-45	34	34
IGHV1-38-4	IGHV1-46	25	25
IGHV1-38-4	IGHV4-59	73	74
IGHV1-38-4	IGHV3-25	71	72
IGHV1-38-4	IGHV3-20	52	53
IGHV1-38-4	IGHV3-21	53	54
IGHV1-38-4	IGHV3-22	73	73
IGHV1-38-4	IGHV3-23	52	53
IGHV1-38-4	IGHV5-A	46	46
IGHV1-38-4	IGHV7-34-1	67	68
IGHV1-38-4	IGHV1-58	35	35
IGHV1-38-4	IGHV5-51	44	44
IGHV1-38-4	IGHV3-69-1	70	71
IGHV1-38-4	IGHV3/OR16-10	66	67
IGHV1-38-4	IGHV3/OR16-13	51	52
IGHV1-38-4	IGHV3/OR16-12	55	56
IGHV1-38-4	IGHV3-35	57	58
IGHV1-38-4	IGHV3-33	48	48
IGHV1-38-4	IGHV3-30	49	50
IGHV1-38-4	IGHV2-26	86	86
IGHV1-38-4	IGHV3-38	72	73
IGHV1-38-4	IGHV5-10-1	46	46
IGHV1-38-4	IGHV3-64D	50	51
IGHV1-38-4	IGHV1-68	31	31
IGHV1-38-4	IGHV1-69	31	31
IGHV1-38-4	IGHV3-38-3	69	70
IGHV1-38-4	IGHV1/OR15-1	31	31
IGHV1-38-4	IGHV1/OR15-5	31	31
IGHV1-38-4	IGHV1/OR15-9	35	35
IGHV1-38-4	IGHV2-10	83	84
IGHV1-38-4	IGHV4-61	79	79
IGHV1-38-4	IGHV2/OR16-5	85	85
IGHV1-38-4	IGHV3-43D	52	52
IGHV1-38-4	IGHV4-30-2	79	79
IGHV1-2	IGHV4-39	75	75
IGHV1-2	IGHV4-34	65	66
IGHV1-2	IGHV4-38-2	64	65
IGHV1-2	IGHV4-31	74	74
IGHV1-2	IGHV4/OR15-8	67	68
IGHV1-2	IGHV3-48	49	50
IGHV1-2	IGHV3-49	64	64
IGHV1-2	IGHV3-47	64	65
IGHV1-2	IGHV1-C	32	32
IGHV1-2	IGHV3-43	47	47
IGHV1-2	IGHV1-69-2	23	23
IGHV1-2	IGHV3-NL1	45	45
IGHV1-2	IGHV4-28	65	66
IGHV1-2	IGHV1/OR21-1	22	22
IGHV1-2	IGHV6-1	81	80
IGHV1-2	IGHV3-53	63	64
IGHV1-2	IGHV3-52	60	61
IGHV1-2	IGHV3-54	78	79
IGHV1-2	IGHV1-F	23	23
IGHV1-2	IGHV2-5	84	84
IGHV1-2	IGHV4-55	69	70
IGHV1-2	IGHV1-45	20	20
IGHV1-2	IGHV1-46	12	12
IGHV1-2	IGHV4-59	68	69
IGHV1-2	IGHV3-25	66	67
IGHV1-2	IGHV3-20	47	47
IGHV1-2	IGHV3-21	48	48
IGHV1-2	IGHV3-22	66	66
IGHV1-2	IGHV3-23	48	48
IGHV1-2	IGHV5-A	35	35
IGHV1-2	IGHV7-34-1	59	60
IGHV1-2	IGHV1-58	25	25
IGHV1-2	IGHV5-51	36	36
IGHV1-2	IGHV3-69-1	58	59
IGHV1-2	IGHV3/OR16-10	59	60
IGHV1-2	IGHV3/OR16-13	49	50
IGHV1-2	IGHV3/OR16-12	51	52
IGHV1-2	IGHV3-35	51	52
IGHV1-2	IGHV3-33	45	45
IGHV1-2	IGHV3-30	45	45
IGHV1-2	IGHV2-26	81	81
IGHV1-2	IGHV3-38	67	68
IGHV1-2	IGHV5-10-1	35	35
IGHV1-2	IGHV3-64D	46	46
IGHV1-2	IGHV1-68	27	27
IGHV1-2	IGHV1-69	20	20
IGHV1-2	IGHV3-38-3	65	66
IGHV1-2	IGHV1/OR15-1	10	10
IGHV1-2	IGHV1/OR15-5	21	21
IGHV1-2	IGHV1/OR15-9	23	23
IGHV1-2	IGHV2-10	81	82
IGHV1-2	IGHV4-61	75	75
IGHV1-2	IGHV2/OR16-5	82	82
IGHV1-2	IGHV3-43D	47	47
IGHV1-2	IGHV4-30-2	74	74
IGHV4-39	IGHV4-34	29	29
IGHV4-39	IGHV4-38-2	30	30
IGHV4-39	IGHV4-31	8	8
IGHV4-39	IGHV4/OR15-8	36	36
IGHV4-39	IGHV3-48	69	69
IGHV4-39	IGHV3-49	73	73
IGHV4-39	IGHV3-47	58	58
IGHV4-39	IGHV1-C	79	79
IGHV4-39	IGHV3-43	70	70
IGHV4-39	IGHV1-69-2	72	72
IGHV4-39	IGHV3-NL1	67	67
IGHV4-39	IGHV4-28	33	33
IGHV4-39	IGHV1/OR21-1	73	73
IGHV4-39	IGHV6-1	58	57
IGHV4-39	IGHV3-53	51	51
IGHV4-39	IGHV3-52	70	70
IGHV4-39	IGHV3-54	71	71
IGHV4-39	IGHV1-F	72	72
IGHV4-39	IGHV2-5	41	41
IGHV4-39	IGHV4-55	34	34
IGHV4-39	IGHV1-45	73	73
IGHV4-39	IGHV1-46	75	75
IGHV4-39	IGHV4-59	26	26
IGHV4-39	IGHV3-25	65	65
IGHV4-39	IGHV3-20	70	70
IGHV4-39	IGHV3-21	69	69
IGHV4-39	IGHV3-22	64	64
IGHV4-39	IGHV3-23	67	67
IGHV4-39	IGHV5-A	72	72
IGHV4-39	IGHV7-34-1	66	66
IGHV4-39	IGHV1-58	71	71
IGHV4-39	IGHV5-51	71	71
IGHV4-39	IGHV3-69-1	54	54
IGHV4-39	IGHV3/OR16-10	54	54
IGHV4-39	IGHV3/OR16-13	72	72
IGHV4-39	IGHV3/OR16-12	70	70
IGHV4-39	IGHV3-35	71	71
IGHV4-39	IGHV3-33	67	67
IGHV4-39	IGHV3-30	67	67
IGHV4-39	IGHV2-26	42	42
IGHV4-39	IGHV3-38	75	75
IGHV4-39	IGHV5-10-1	72	72
IGHV4-39	IGHV3-64D	67	67
IGHV4-39	IGHV1-68	74	74
IGHV4-39	IGHV1-69	70	70
IGHV4-39	IGHV3-38-3	68	68
IGHV4-39	IGHV1/OR15-1	71	71
IGHV4-39	IGHV1/OR15-5	63	63
IGHV4-39	IGHV1/OR15-9	73	73
IGHV4-39	IGHV2-10	64	64
IGHV4-39	IGHV4-61	6	6
IGHV4-39	IGHV2/OR16-5	45	45
IGHV4-39	IGHV3-43D	69	69
IGHV4-39	IGHV4-30-2	10	10
IGHV4-34	IGHV4-38-2	33	33
IGHV4-34	IGHV4-31	30	30
IGHV4-34	IGHV4/OR15-8	35	35
IGHV4-34	IGHV3-48	65	66
IGHV4-34	IGHV3-49	68	68
IGHV4-34	IGHV3-47	53	54
IGHV4-34	IGHV1-C	74	75
IGHV4-34	IGHV3-43	71	71
IGHV4-34	IGHV1-69-2	70	71
IGHV4-34	IGHV3-NL1	66	67
IGHV4-34	IGHV4-28	39	39
IGHV4-34	IGHV1/OR21-1	75	76
IGHV4-34	IGHV6-1	63	62
IGHV4-34	IGHV3-53	45	46
IGHV4-34	IGHV3-52	72	73
IGHV4-34	IGHV3-54	71	73
IGHV4-34	IGHV1-F	70	71
IGHV4-34	IGHV2-5	56	56
IGHV4-34	IGHV4-55	18	18
IGHV4-34	IGHV1-45	74	75
IGHV4-34	IGHV1-46	67	68
IGHV4-34	IGHV4-59	11	11
IGHV4-34	IGHV3-25	59	60
IGHV4-34	IGHV3-20	68	69
IGHV4-34	IGHV3-21	65	66
IGHV4-34	IGHV3-22	70	70
IGHV4-34	IGHV3-23	65	66
IGHV4-34	IGHV5-A	64	65
IGHV4-34	IGHV7-34-1	67	69
IGHV4-34	IGHV1-58	75	76
IGHV4-34	IGHV5-51	66	67
IGHV4-34	IGHV3-69-1	46	47
IGHV4-34	IGHV3/OR16-10	47	48
IGHV4-34	IGHV3/OR16-13	67	68
IGHV4-34	IGHV3/OR16-12	70	71
IGHV4-34	IGHV3-35	69	70
IGHV4-34	IGHV3-33	66	67
IGHV4-34	IGHV3-30	66	67
IGHV4-34	IGHV2-26	57	57
IGHV4-34	IGHV3-38	69	71
IGHV4-34	IGHV5-10-1	64	65
IGHV4-34	IGHV3-64D	68	69
IGHV4-34	IGHV1-68	76	77
IGHV4-34	IGHV1-69	67	68
IGHV4-34	IGHV3-38-3	71	73
IGHV4-34	IGHV1/OR15-1	71	72
IGHV4-34	IGHV1/OR15-5	69	70
IGHV4-34	IGHV1/OR15-9	74	75
IGHV4-34	IGHV2-10	59	60
IGHV4-34	IGHV4-61	28	28
IGHV4-34	IGHV2/OR16-5	58	58
IGHV4-34	IGHV3-43D	70	70
IGHV4-34	IGHV4-30-2	30	30
IGHV4-38-2	IGHV4-31	34	34
IGHV4-38-2	IGHV4/OR15-8	11	11
IGHV4-38-2	IGHV3-48	55	56
IGHV4-38-2	IGHV3-49	68	68
IGHV4-38-2	IGHV3-47	62	63
IGHV4-38-2	IGHV1-C	68	69
IGHV4-38-2	IGHV3-43	59	59
IGHV4-38-2	IGHV1-69-2	62	63
IGHV4-38-2	IGHV3-NL1	54	55
IGHV4-38-2	IGHV4-28	8	8
IGHV4-38-2	IGHV1/OR21-1	63	64
IGHV4-38-2	IGHV6-1	63	62
IGHV4-38-2	IGHV3-53	55	56
IGHV4-38-2	IGHV3-52	64	65
IGHV4-38-2	IGHV3-54	71	72
IGHV4-38-2	IGHV1-F	62	63
IGHV4-38-2	IGHV2-5	59	59
IGHV4-38-2	IGHV4-55	39	39
IGHV4-38-2	IGHV1-45	66	67
IGHV4-38-2	IGHV1-46	61	62
IGHV4-38-2	IGHV4-59	34	34
IGHV4-38-2	IGHV3-25	68	69
IGHV4-38-2	IGHV3-20	58	59
IGHV4-38-2	IGHV3-21	54	55
IGHV4-38-2	IGHV3-22	74	74
IGHV4-38-2	IGHV3-23	53	54
IGHV4-38-2	IGHV5-A	60	61
IGHV4-38-2	IGHV7-34-1	69	70
IGHV4-38-2	IGHV1-58	65	66
IGHV4-38-2	IGHV5-51	60	61
IGHV4-38-2	IGHV3-69-1	57	58
IGHV4-38-2	IGHV3/OR16-10	59	60
IGHV4-38-2	IGHV3/OR16-13	58	59
IGHV4-38-2	IGHV3/OR16-12	57	58
IGHV4-38-2	IGHV3-35	58	59
IGHV4-38-2	IGHV3-33	54	55
IGHV4-38-2	IGHV3-30	54	55
IGHV4-38-2	IGHV2-26	63	63
IGHV4-38-2	IGHV3-38	67	67
IGHV4-38-2	IGHV5-10-1	60	61
IGHV4-38-2	IGHV3-64D	54	55
IGHV4-38-2	IGHV1-68	67	68
IGHV4-38-2	IGHV1-69	62	63
IGHV4-38-2	IGHV3-38-3	66	67
IGHV4-38-2	IGHV1/OR15-1	63	64
IGHV4-38-2	IGHV1/OR15-5	58	59
IGHV4-38-2	IGHV1/OR15-9	64	65
IGHV4-38-2	IGHV2-10	66	67
IGHV4-38-2	IGHV4-61	34	34
IGHV4-38-2	IGHV2/OR16-5	64	64
IGHV4-38-2	IGHV3-43D	58	58
IGHV4-38-2	IGHV4-30-2	33	33
IGHV4-31	IGHV4/OR15-8	39	39
IGHV4-31	IGHV3-48	74	74
IGHV4-31	IGHV3-49	75	73
IGHV4-31	IGHV3-47	61	61
IGHV4-31	IGHV1-C	80	80
IGHV4-31	IGHV3-43	72	72
IGHV4-31	IGHV1-69-2	74	74
IGHV4-31	IGHV3-NL1	73	73
IGHV4-31	IGHV4-28	37	37
IGHV4-31	IGHV1/OR21-1	74	74
IGHV4-31	IGHV6-1	57	56
IGHV4-31	IGHV3-53	53	53
IGHV4-31	IGHV3-52	74	74
IGHV4-31	IGHV3-54	71	71
IGHV4-31	IGHV1-F	74	74
IGHV4-31	IGHV2-5	43	43
IGHV4-31	IGHV4-55	38	38
IGHV4-31	IGHV1-45	75	75
IGHV4-31	IGHV1-46	76	76
IGHV4-31	IGHV4-59	28	28
IGHV4-31	IGHV3-25	68	68
IGHV4-31	IGHV3-20	72	72
IGHV4-31	IGHV3-21	76	76
IGHV4-31	IGHV3-22	64	64
IGHV4-31	IGHV3-23	70	70
IGHV4-31	IGHV5-A	72	72
IGHV4-31	IGHV7-34-1	67	67
IGHV4-31	IGHV1-58	74	74
IGHV4-31	IGHV5-51	73	73
IGHV4-31	IGHV3-69-1	57	57
IGHV4-31	IGHV3/OR16-10	57	57
IGHV4-31	IGHV3/OR16-13	74	74
IGHV4-31	IGHV3/OR16-12	76	76
IGHV4-31	IGHV3-35	74	74
IGHV4-31	IGHV3-33	74	74
IGHV4-31	IGHV3-30	74	74
IGHV4-31	IGHV2-26	43	43
IGHV4-31	IGHV3-38	77	77
IGHV4-31	IGHV5-10-1	72	72
IGHV4-31	IGHV3-64D	70	70
IGHV4-31	IGHV1-68	76	76
IGHV4-31	IGHV1-69	73	73
IGHV4-31	IGHV3-38-3	70	70
IGHV4-31	IGHV1/OR15-1	73	73
IGHV4-31	IGHV1/OR15-5	64	64
IGHV4-31	IGHV1/OR15-9	74	74
IGHV4-31	IGHV2-10	67	67
IGHV4-31	IGHV4-61	6	6
IGHV4-31	IGHV2/OR16-5	46	46
IGHV4-31	IGHV3-43D	71	71
IGHV4-31	IGHV4-30-2	8	8
IGHV4/OR15-8	IGHV3-48	57	58
IGHV4/OR15-8	IGHV3-49	69	69
IGHV4/OR15-8	IGHV3-47	62	63
IGHV4/OR15-8	IGHV1-C	67	68
IGHV4/OR15-8	IGHV3-43	62	62
IGHV4/OR15-8	IGHV1-69-2	66	67
IGHV4/OR15-8	IGHV3-NL1	57	58
IGHV4/OR15-8	IGHV4-28	12	12
IGHV4/OR15-8	IGHV1/OR21-1	66	67
IGHV4/OR15-8	IGHV6-1	64	63
IGHV4/OR15-8	IGHV3-53	53	54
IGHV4/OR15-8	IGHV3-52	65	66
IGHV4/OR15-8	IGHV3-54	71	72
IGHV4/OR15-8	IGHV1-F	66	67
IGHV4/OR15-8	IGHV2-5	63	63
IGHV4/OR15-8	IGHV4-55	38	38
IGHV4/OR15-8	IGHV1-45	68	69
IGHV4/OR15-8	IGHV1-46	65	66
IGHV4/OR15-8	IGHV4-59	35	35
IGHV4/OR15-8	IGHV3-25	70	71
IGHV4/OR15-8	IGHV3-20	60	61
IGHV4/OR15-8	IGHV3-21	56	57
IGHV4/OR15-8	IGHV3-22	76	76
IGHV4/OR15-8	IGHV3-23	56	57
IGHV4/OR15-8	IGHV5-A	60	61
IGHV4/OR15-8	IGHV7-34-1	69	70
IGHV4/OR15-8	IGHV1-58	64	65
IGHV4/OR15-8	IGHV5-51	61	62
IGHV4/OR15-8	IGHV3-69-1	59	60
IGHV4/OR15-8	IGHV3/OR16-10	59	60
IGHV4/OR15-8	IGHV3/OR16-13	60	61
IGHV4/OR15-8	IGHV3/OR16-12	59	60
IGHV4/OR15-8	IGHV3-35	59	60
IGHV4/OR15-8	IGHV3-33	56	57
IGHV4/OR15-8	IGHV3-30	56	57
IGHV4/OR15-8	IGHV2-26	63	63
IGHV4/OR15-8	IGHV3-38	69	69
IGHV4/OR15-8	IGHV5-10-1	60	61
IGHV4/OR15-8	IGHV3-64D	56	57
IGHV4/OR15-8	IGHV1-68	68	69
IGHV4/OR15-8	IGHV1-69	60	61
IGHV4/OR15-8	IGHV3-38-3	68	69
IGHV4/OR15-8	IGHV1/OR15-1	66	67
IGHV4/OR15-8	IGHV1/OR15-5	61	62
IGHV4/OR15-8	IGHV1/OR15-9	67	68
IGHV4/OR15-8	IGHV2-10	67	68
IGHV4/OR15-8	IGHV4-61	35	35
IGHV4/OR15-8	IGHV2/OR16-5	66	66
IGHV4/OR15-8	IGHV3-43D	61	61
IGHV4/OR15-8	IGHV4-30-2	36	36
IGHV3-48	IGHV3-49	55	55
IGHV3-48	IGHV3-47	50	51
IGHV3-48	IGHV1-C	54	55
IGHV3-48	IGHV3-43	17	17
IGHV3-48	IGHV1-69-2	50	51
IGHV3-48	IGHV3-NL1	13	13
IGHV3-48	IGHV4-28	56	57
IGHV3-48	IGHV1/OR21-1	53	54
IGHV3-48	IGHV6-1	68	67
IGHV3-48	IGHV3-53	47	47
IGHV3-48	IGHV3-52	26	26
IGHV3-48	IGHV3-54	58	59
IGHV3-48	IGHV1-F	50	51
IGHV3-48	IGHV2-5	82	82
IGHV3-48	IGHV4-55	61	62
IGHV3-48	IGHV1-45	53	54
IGHV3-48	IGHV1-46	45	45
IGHV3-48	IGHV4-59	61	62
IGHV3-48	IGHV3-25	56	57
IGHV3-48	IGHV3-20	17	17
IGHV3-48	IGHV3-21	3	3
IGHV3-48	IGHV3-22	53	53
IGHV3-48	IGHV3-23	12	12
IGHV3-48	IGHV5-A	44	44
IGHV3-48	IGHV7-34-1	74	75
IGHV3-48	IGHV1-58	50	51
IGHV3-48	IGHV5-51	46	46
IGHV3-48	IGHV3-69-1	4	4
IGHV3-48	IGHV3/OR16-10	12	12
IGHV3-48	IGHV3/OR16-13	15	15
IGHV3-48	IGHV3/OR16-12	21	21
IGHV3-48	IGHV3-35	18	18
IGHV3-48	IGHV3-33	15	15
IGHV3-48	IGHV3-30	14	14
IGHV3-48	IGHV2-26	77	77
IGHV3-48	IGHV3-38	50	51
IGHV3-48	IGHV5-10-1	44	44
IGHV3-48	IGHV3-64D	15	15
IGHV3-48	IGHV1-68	54	55
IGHV3-48	IGHV1-69	45	45
IGHV3-48	IGHV3-38-3	16	16
IGHV3-48	IGHV1/OR15-1	50	51
IGHV3-48	IGHV1/OR15-5	46	46
IGHV3-48	IGHV1/OR15-9	50	51
IGHV3-48	IGHV2-10	75	75
IGHV3-48	IGHV4-61	73	73
IGHV3-48	IGHV2/OR16-5	81	81
IGHV3-48	IGHV3-43D	16	16
IGHV3-48	IGHV4-30-2	72	72
IGHV3-49	IGHV3-47	58	58
IGHV3-49	IGHV1-C	71	71
IGHV3-49	IGHV3-43	58	58
IGHV3-49	IGHV1-69-2	67	67
IGHV3-49	IGHV3-NL1	57	57
IGHV3-49	IGHV4-28	68	68
IGHV3-49	IGHV1/OR21-1	71	71
IGHV3-49	IGHV6-1	75	74
IGHV3-49	IGHV3-53	55	55
IGHV3-49	IGHV3-52	66	66
IGHV3-49	IGHV3-54	68	68
IGHV3-49	IGHV1-F	67	67
IGHV3-49	IGHV2-5	81	80
IGHV3-49	IGHV4-55	68	68
IGHV3-49	IGHV1-45	69	69
IGHV3-49	IGHV1-46	65	65
IGHV3-49	IGHV4-59	64	64
IGHV3-49	IGHV3-25	63	63
IGHV3-49	IGHV3-20	56	56
IGHV3-49	IGHV3-21	56	56
IGHV3-49	IGHV3-22	46	46
IGHV3-49	IGHV3-23	55	55
IGHV3-49	IGHV5-A	66	66
IGHV3-49	IGHV7-34-1	69	69
IGHV3-49	IGHV1-58	68	68
IGHV3-49	IGHV5-51	68	68
IGHV3-49	IGHV3-69-1	52	52
IGHV3-49	IGHV3/OR16-10	56	56
IGHV3-49	IGHV3/OR16-13	56	56
IGHV3-49	IGHV3/OR16-12	61	61
IGHV3-49	IGHV3-35	59	59
IGHV3-49	IGHV3-33	57	57
IGHV3-49	IGHV3-30	56	56
IGHV3-49	IGHV2-26	77	76
IGHV3-49	IGHV3-38	55	55
IGHV3-49	IGHV5-10-1	66	66
IGHV3-49	IGHV3-64D	55	55
IGHV3-49	IGHV1-68	73	73
IGHV3-49	IGHV1-69	64	64
IGHV3-49	IGHV3-38-3	56	56
IGHV3-49	IGHV1/OR15-1	65	65
IGHV3-49	IGHV1/OR15-5	64	64
IGHV3-49	IGHV1/OR15-9	70	70
IGHV3-49	IGHV2-10	77	76
IGHV3-49	IGHV4-61	74	74
IGHV3-49	IGHV2/OR16-5	79	79
IGHV3-49	IGHV3-43D	57	57
IGHV3-49	IGHV4-30-2	74	72
IGHV3-47	IGHV1-C	71	72
IGHV3-47	IGHV3-43	53	53
IGHV3-47	IGHV1-69-2	70	71
IGHV3-47	IGHV3-NL1	50	51
IGHV3-47	IGHV4-28	63	64
IGHV3-47	IGHV1/OR21-1	72	73
IGHV3-47	IGHV6-1	74	73
IGHV3-47	IGHV3-53	21	21
IGHV3-47	IGHV3-52	53	54
IGHV3-47	IGHV3-54	65	67
IGHV3-47	IGHV1-F	70	71
IGHV3-47	IGHV2-5	70	70
IGHV3-47	IGHV4-55	48	49
IGHV3-47	IGHV1-45	69	70
IGHV3-47	IGHV1-46	65	66
IGHV3-47	IGHV4-59	50	51
IGHV3-47	IGHV3-25	40	41
IGHV3-47	IGHV3-20	55	56
IGHV3-47	IGHV3-21	52	53
IGHV3-47	IGHV3-22	59	59
IGHV3-47	IGHV3-23	49	50
IGHV3-47	IGHV5-A	65	66
IGHV3-47	IGHV7-34-1	69	71
IGHV3-47	IGHV1-58	67	68
IGHV3-47	IGHV5-51	65	66
IGHV3-47	IGHV3-69-1	21	21
IGHV3-47	IGHV3/OR16-10	13	13
IGHV3-47	IGHV3/OR16-13	50	51
IGHV3-47	IGHV3/OR16-12	61	62
IGHV3-47	IGHV3-35	55	56
IGHV3-47	IGHV3-33	53	54
IGHV3-47	IGHV3-30	52	53
IGHV3-47	IGHV2-26	70	70
IGHV3-47	IGHV3-38	53	54
IGHV3-47	IGHV5-10-1	65	66
IGHV3-47	IGHV3-64D	48	48
IGHV3-47	IGHV1-68	73	74
IGHV3-47	IGHV1-69	64	65
IGHV3-47	IGHV3-38-3	54	55
IGHV3-47	IGHV1/OR15-1	69	70
IGHV3-47	IGHV1/OR15-5	64	65
IGHV3-47	IGHV1/OR15-9	71	72
IGHV3-47	IGHV2-10	67	68
IGHV3-47	IGHV4-61	60	60
IGHV3-47	IGHV2/OR16-5	71	71
IGHV3-47	IGHV3-43D	52	52
IGHV3-47	IGHV4-30-2	59	59
IGHV1-C	IGHV3-43	52	52
IGHV1-C	IGHV1-69-2	35	35
IGHV1-C	IGHV3-NL1	47	47
IGHV1-C	IGHV4-28	67	68
IGHV1-C	IGHV1/OR21-1	32	32
IGHV1-C	IGHV6-1	82	81
IGHV1-C	IGHV3-53	69	70
IGHV1-C	IGHV3-52	62	63
IGHV1-C	IGHV3-54	78	79
IGHV1-C	IGHV1-F	35	35
IGHV1-C	IGHV2-5	85	85
IGHV1-C	IGHV4-55	73	74
IGHV1-C	IGHV1-45	34	34
IGHV1-C	IGHV1-46	25	25
IGHV1-C	IGHV4-59	73	74
IGHV1-C	IGHV3-25	71	72
IGHV1-C	IGHV3-20	52	53
IGHV1-C	IGHV3-21	53	54
IGHV1-C	IGHV3-22	73	73
IGHV1-C	IGHV3-23	52	53
IGHV1-C	IGHV5-A	46	46
IGHV1-C	IGHV7-34-1	67	68
IGHV1-C	IGHV1-58	35	35
IGHV1-C	IGHV5-51	44	44
IGHV1-C	IGHV3-69-1	70	71
IGHV1-C	IGHV3/OR16-10	66	67
IGHV1-C	IGHV3/OR16-13	51	52
IGHV1-C	IGHV3/OR16-12	55	56
IGHV1-C	IGHV3-35	57	58
IGHV1-C	IGHV3-33	48	48
IGHV1-C	IGHV3-30	49	50
IGHV1-C	IGHV2-26	86	86
IGHV1-C	IGHV3-38	72	73
IGHV1-C	IGHV5-10-1	46	46
IGHV1-C	IGHV3-64D	50	51
IGHV1-C	IGHV1-68	31	31
IGHV1-C	IGHV1-69	31	31
IGHV1-C	IGHV3-38-3	69	70
IGHV1-C	IGHV1/OR15-1	31	31
IGHV1-C	IGHV1/OR15-5	31	31
IGHV1-C	IGHV1/OR15-9	35	35
IGHV1-C	IGHV2-10	83	84
IGHV1-C	IGHV4-61	79	79
IGHV1-C	IGHV2/OR16-5	85	85
IGHV1-C	IGHV3-43D	52	52
IGHV1-C	IGHV4-30-2	79	79
IGHV3-43	IGHV1-69-2	44	44
IGHV3-43	IGHV3-NL1	13	13
IGHV3-43	IGHV4-28	60	60
IGHV3-43	IGHV1/OR21-1	49	49
IGHV3-43	IGHV6-1	71	69
IGHV3-43	IGHV3-53	53	53
IGHV3-43	IGHV3-52	32	32
IGHV3-43	IGHV3-54	61	61
IGHV3-43	IGHV1-F	44	44
IGHV3-43	IGHV2-5	81	80
IGHV3-43	IGHV4-55	68	68
IGHV3-43	IGHV1-45	49	49
IGHV3-43	IGHV1-46	42	42
IGHV3-43	IGHV4-59	69	69
IGHV3-43	IGHV3-25	62	62
IGHV3-43	IGHV3-20	12	12
IGHV3-43	IGHV3-21	18	18
IGHV3-43	IGHV3-22	56	56
IGHV3-43	IGHV3-23	13	13
IGHV3-43	IGHV5-A	46	46
IGHV3-43	IGHV7-34-1	72	72
IGHV3-43	IGHV1-58	49	49
IGHV3-43	IGHV5-51	47	47
IGHV3-43	IGHV3-69-1	16	16
IGHV3-43	IGHV3/OR16-10	17	17
IGHV3-43	IGHV3/OR16-13	20	20
IGHV3-43	IGHV3/OR16-12	25	25
IGHV3-43	IGHV3-35	22	22
IGHV3-43	IGHV3-33	17	17
IGHV3-43	IGHV3-30	16	16
IGHV3-43	IGHV2-26	78	78
IGHV3-43	IGHV3-38	56	56
IGHV3-43	IGHV5-10-1	46	46
IGHV3-43	IGHV3-64D	15	15
IGHV3-43	IGHV1-68	52	52
IGHV3-43	IGHV1-69	47	47
IGHV3-43	IGHV3-38-3	53	53
IGHV3-43	IGHV1/OR15-1	46	46
IGHV3-43	IGHV1/OR15-5	43	43
IGHV3-43	IGHV1/OR15-9	46	46
IGHV3-43	IGHV2-10	77	77
IGHV3-43	IGHV4-61	71	71
IGHV3-43	IGHV2/OR16-5	81	80
IGHV3-43	IGHV3-43D	2	2
IGHV3-43	IGHV4-30-2	70	70
IGHV1-69-2	IGHV3-NL1	46	46
IGHV1-69-2	IGHV4-28	64	65
IGHV1-69-2	IGHV1/OR21-1	24	24
IGHV1-69-2	IGHV6-1	76	75
IGHV1-69-2	IGHV3-53	68	69
IGHV1-69-2	IGHV3-52	60	61
IGHV1-69-2	IGHV3-54	73	74
IGHV1-69-2	IGHV1-F	0	0
IGHV1-69-2	IGHV2-5	79	79
IGHV1-69-2	IGHV4-55	72	73
IGHV1-69-2	IGHV1-45	28	28
IGHV1-69-2	IGHV1-46	20	20
IGHV1-69-2	IGHV4-59	71	72
IGHV1-69-2	IGHV3-25	70	71
IGHV1-69-2	IGHV3-20	48	48
IGHV1-69-2	IGHV3-21	49	50
IGHV1-69-2	IGHV3-22	69	69
IGHV1-69-2	IGHV3-23	47	47
IGHV1-69-2	IGHV5-A	34	34
IGHV1-69-2	IGHV7-34-1	62	63
IGHV1-69-2	IGHV1-58	32	32
IGHV1-69-2	IGHV5-51	34	34
